-906.03608	-1752.01016
-727.78438	-1595.01234
-558.76495	-1467.83911
-342.03154	-1333.01704
-199.03042	-1230.01879
192.97301	-913.02357
433.97685	-559.02651
560.97963	-302.02806
637.98224	-61.029
656.98355	39.52575
663.58166	126.35343
664.98466	162.47067
596.98857	522.9715
459.99096	743.97317
279.69608	910.89445
98.99416	1038.97757
-119.00472	1141.98024
-220.00499	1156.98147
-342.00494	1121.98296
-499.00696	935.98487
-609.01023	633.48621
-660.01422	265.98684
-666.01534	162.48691
-668.11777	2.5633E-5
-668.02051	7.88964
-661.01924	-198.01315
-617.02372	-611.02724
-543.02707	-920.01459
-431.0299	-1182.01596
-342.03154	-1333.01704
-253.03299	-1467.01813
-136.01041	-1642.00284
-107.42567	-1686.33295
19.96232	-1900.02146
