-558.08967	-1929.93609
291.65713	-1929.93613
893.41531	-512.28269
894.99576	-502.98356
894.99576	-444.98356
950.99576	-444.98356
950.99576	445.01644
894.99576	445.01644
894.99576	503.01644
884.99576	522.70193
687.82685	815.01685
687.82685	815.01685
683.35392	821.64841
755.52093	870.32567
710.50392	937.06763
743.24893	959.15409
631.97314	1124.13499
598.94673	1102.46181
587.73187	1119.08851
502.36856	1061.44634
497.89504	1068.07862
511.11851	1076.99774
354.94996	1308.52715
207.23259	1527.52715
185.31091	1560.02737
-558.08946	1560.0296
-582.89669	1543.03922
-785.0135	1196.02961
-785.0135	-1565.93605
-582.89681	-1912.94578
-558.08623	-1929.93845
